Code,Problem Name,Obj Value
opt,normalized-t2001.13queen13.1110972154--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110972154--soft-66-100-0,66
opt,normalized-t2001.13queen13.1110972763--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110972763--soft-33-100-0,6
opt,normalized-t2001.13queen13.1110972763--soft-66-100-0,39
opt,normalized-t2001.13queen13.1110973163--soft-0-100-0,16
opt,normalized-t2001.13queen13.1110973163--soft-33-100-0,15
opt,normalized-t2001.13queen13.1110973163--soft-66-100-0,69
opt,normalized-t2001.13queen13.1110973364--soft-0-100-0,2
opt,normalized-t2001.13queen13.1110973364--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110973364--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110973670--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110973670--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110973670--soft-66-100-0,22
opt,normalized-t2001.13queen13.1110974180--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110974180--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110974180--soft-66-100-0,23
opt,normalized-t2001.13queen13.1110974372--soft-0-100-0,36
opt,normalized-t2001.13queen13.1110974372--soft-33-100-0,29
opt,normalized-t2001.13queen13.1110974372--soft-66-100-0,207
opt,normalized-t2001.13queen13.1110975607--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110975607--soft-33-100-0,24
opt,normalized-t2001.13queen13.1110975607--soft-66-100-0,18
inf,normalized-t2001.13queen13.1110975965,
opt,normalized-t2001.13queen13.1110975965--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110975965--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110975965--soft-66-100-0,23
opt,normalized-t2001.13queen13.1110976157--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110976157--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110976157--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110976730--soft-0-100-0,10
opt,normalized-t2001.13queen13.1110976730--soft-33-100-0,4
opt,normalized-t2001.13queen13.1110976730--soft-66-100-0,78
opt,normalized-t2001.13queen13.1110976935--soft-0-100-0,2
opt,normalized-t2001.13queen13.1110976935--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110976935--soft-66-100-0,68
opt,normalized-t2001.13queen13.1110977273--soft-0-100-0,1
opt,normalized-t2001.13queen13.1110977273--soft-33-100-0,8
opt,normalized-t2001.13queen13.1110977273--soft-66-100-0,22
opt,normalized-t2001.13queen13.1110977780--soft-0-100-0,10
opt,normalized-t2001.13queen13.1110977780--soft-33-100-0,27
opt,normalized-t2001.13queen13.1110977780--soft-66-100-0,80
opt,normalized-t2001.13queen13.1110978113--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110978113--soft-33-100-0,2
opt,normalized-t2001.13queen13.1110978113--soft-66-100-0,17
opt,normalized-t2001.13queen13.1110978334--soft-0-100-0,9
opt,normalized-t2001.13queen13.1110978334--soft-33-100-0,29
opt,normalized-t2001.13queen13.1110978334--soft-66-100-0,63
opt,normalized-t2001.13queen13.1111212272--soft-0-100-0,5
opt,normalized-t2001.13queen13.1111212272--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111212272--soft-66-100-0,36
opt,normalized-t2001.13queen13.1111212476--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111212476--soft-33-100-0,1
opt,normalized-t2001.13queen13.1111212476--soft-66-100-0,17
opt,normalized-t2001.13queen13.1111212923--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111212923--soft-33-100-0,8
opt,normalized-t2001.13queen13.1111212923--soft-66-100-0,22
opt,normalized-t2001.13queen13.1111213670--soft-0-100-0,10
opt,normalized-t2001.13queen13.1111213670--soft-33-100-0,29
opt,normalized-t2001.13queen13.1111213670--soft-66-100-0,80
opt,normalized-t2001.13queen13.1111213868--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111213868--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111213868--soft-66-100-0,14
opt,normalized-t2001.13queen13.1111216411--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111216411--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111216411--soft-66-100-0,6
opt,normalized-t2001.13queen13.1111216823--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111216823--soft-33-100-0,4
opt,normalized-t2001.13queen13.1111216823--soft-66-100-0,18
opt,normalized-t2001.13queen13.1111217392--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111217392--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111217392--soft-66-100-0,14
opt,normalized-t2001.13queen13.1111217555--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111217555--soft-33-100-0,8
opt,normalized-t2001.13queen13.1111217555--soft-66-100-0,22
opt,normalized-t2001.13queen13.1111218024--soft-0-100-0,10
opt,normalized-t2001.13queen13.1111218024--soft-33-100-0,12
opt,normalized-t2001.13queen13.1111218024--soft-66-100-0,80
inf,normalized-t2001.13queen13.1111218308,
opt,normalized-t2001.13queen13.1111218308--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111218308--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111218308--soft-66-100-0,9
opt,normalized-t2001.13queen13.1111218757--soft-0-100-0,20
opt,normalized-t2001.13queen13.1111218757--soft-33-100-0,24
opt,normalized-t2001.13queen13.1111218757--soft-66-100-0,80
opt,normalized-t2001.13queen13.1111218955--soft-0-100-0,9
opt,normalized-t2001.13queen13.1111218955--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111218955--soft-66-100-0,19
opt,normalized-t2001.13queen13.1111219348--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111219348--soft-33-100-0,9
opt,normalized-t2001.13queen13.1111219348--soft-66-100-0,80
opt,normalized-t2001.13queen13.1111219799--soft-0-100-0,9
opt,normalized-t2001.13queen13.1111219799--soft-33-100-0,4
opt,normalized-t2001.13queen13.1111219799--soft-66-100-0,1
opt,normalized-t2001.13queen13.1111220019--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111220019--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111220019--soft-66-100-0,60
opt,normalized-t2001.13queen13.1111220546--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111220546--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111220546--soft-66-100-0,69
opt,normalized-t2001.13queen13.1111220767--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111220767--soft-33-100-0,28
opt,normalized-t2001.13queen13.1111220767--soft-66-100-0,80
opt,normalized-t2001.13queen13.1111221203--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111221203--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111221203--soft-66-100-0,23
opt,normalized-t2001.13queen13.1111221624--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111221624--soft-33-100-0,5
opt,normalized-t2001.13queen13.1111221624--soft-66-100-0,22
opt,normalized-t2001.13queen13.1111222257--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111222257--soft-33-100-0,8
opt,normalized-t2001.13queen13.1111222257--soft-66-100-0,78
opt,normalized-t2001.13queen13.1111222539--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111222539--soft-33-100-0,9
opt,normalized-t2001.13queen13.1111222539--soft-66-100-0,80
inf,normalized-t2001.13queen13.1111223004,
opt,normalized-t2001.13queen13.1111223004--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111223004--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111223004--soft-66-100-0,19
opt,normalized-t2001.13queen13.1111223220--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111223220--soft-33-100-0,12
opt,normalized-t2001.13queen13.1111223220--soft-66-100-0,39
opt,normalized-t2001.13queen13.1111224059--soft-0-100-0,9
opt,normalized-t2001.13queen13.1111224059--soft-33-100-0,15
opt,normalized-t2001.13queen13.1111224059--soft-66-100-0,80
opt,normalized-t2001.13queen13.1111224255--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111224255--soft-33-100-0,8
opt,normalized-t2001.13queen13.1111224255--soft-66-100-0,22
opt,normalized-t2001.13queen13.1111224451--soft-0-100-0,9
opt,normalized-t2001.13queen13.1111224451--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111224451--soft-66-100-0,64
opt,normalized-t2001.13queen13.1111224929--soft-0-100-0,8
opt,normalized-t2001.13queen13.1111224929--soft-33-100-0,8
opt,normalized-t2001.13queen13.1111224929--soft-66-100-0,71
opt,normalized-t2001.13queen13.1111225122--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111225122--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111225122--soft-66-100-0,35
opt,normalized-t2001.13queen13.1111225605--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111225605--soft-33-100-0,1
opt,normalized-t2001.13queen13.1111225605--soft-66-100-0,17
opt,normalized-t2001.13queen13.1111226062--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111226062--soft-33-100-0,10
opt,normalized-t2001.13queen13.1111226062--soft-66-100-0,40
opt,normalized-t2001.13queen13.1111226368--soft-0-100-0,1
opt,normalized-t2001.13queen13.1111226368--soft-33-100-0,15
opt,normalized-t2001.13queen13.1111226368--soft-66-100-0,19
opt,normalized-t2001.13queen13.1111226680--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111226680--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111226680--soft-66-100-0,66
opt,normalized-t2001.13queen13.1111227012--soft-0-100-0,5
opt,normalized-t2001.13queen13.1111227012--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111227012--soft-66-100-0,49
opt,normalized-t2001.13queen13.1111227326--soft-0-100-0,2
opt,normalized-t2001.13queen13.1111227326--soft-33-100-0,2
opt,normalized-t2001.13queen13.1111227326--soft-66-100-0,17
opt,normalized-t2001.13queen13.1111227861--soft-0-100-0,7
opt,normalized-t2001.13queen13.1111227861--soft-33-100-0,11
opt,normalized-t2001.13queen13.1111227861--soft-66-100-0,80
inf,normalized-t2001.13queen13.1111228076,
opt,normalized-t2001.13queen13.1111228076--soft-0-100-0,3
opt,normalized-t2001.13queen13.1111228076--soft-33-100-0,10
opt,normalized-t2001.13queen13.1111228076--soft-66-100-0,10
opt,normalized-t3002.11tsp11.1900544484--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900544484--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900544484--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900545610--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900545610--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900545610--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900546076--soft-0-100-0,3
opt,normalized-t3002.11tsp11.1900546076--soft-33-100-0,4
opt,normalized-t3002.11tsp11.1900546076--soft-66-100-0,13
opt,normalized-t3002.11tsp11.1900546417--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900546417--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900546417--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900547389--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900547389--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900547389--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900548667--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900548667--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900548667--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900550006--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900550006--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900550006--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900550720--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900550720--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900550720--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900551347--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900551347--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900551347--soft-66-100-0,11
inf,normalized-t3002.11tsp11.1900551864,
opt,normalized-t3002.11tsp11.1900551864--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900551864--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900551864--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900552288--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900552288--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900552288--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900552423--soft-0-100-0,5
opt,normalized-t3002.11tsp11.1900552423--soft-33-100-0,7
opt,normalized-t3002.11tsp11.1900552423--soft-66-100-0,12
opt,normalized-t3002.11tsp11.1900552735--soft-0-100-0,4
opt,normalized-t3002.11tsp11.1900552735--soft-33-100-0,4
opt,normalized-t3002.11tsp11.1900552735--soft-66-100-0,6
opt,normalized-t3002.11tsp11.1900553647--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900553647--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900553647--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900553812--soft-0-100-0,3
opt,normalized-t3002.11tsp11.1900553812--soft-33-100-0,3
opt,normalized-t3002.11tsp11.1900553812--soft-66-100-0,3
opt,normalized-t3002.11tsp11.1900554072--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900554072--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900554072--soft-66-100-0,3
opt,normalized-t3002.11tsp11.1900554420--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900554420--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900554420--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900556231--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900556231--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900556231--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900557362--soft-0-100-0,5
opt,normalized-t3002.11tsp11.1900557362--soft-33-100-0,5
opt,normalized-t3002.11tsp11.1900557362--soft-66-100-0,7
opt,normalized-t3002.11tsp11.1900557574--soft-0-100-0,6
opt,normalized-t3002.11tsp11.1900557574--soft-33-100-0,8
opt,normalized-t3002.11tsp11.1900557574--soft-66-100-0,9
opt,normalized-t3002.11tsp11.1900557957--soft-0-100-0,3
opt,normalized-t3002.11tsp11.1900557957--soft-33-100-0,3
opt,normalized-t3002.11tsp11.1900557957--soft-66-100-0,7
inf,normalized-t3002.11tsp11.1900558106,
opt,normalized-t3002.11tsp11.1900558106--soft-0-100-0,7
opt,normalized-t3002.11tsp11.1900558106--soft-33-100-0,4
opt,normalized-t3002.11tsp11.1900558106--soft-66-100-0,13
opt,normalized-t3002.11tsp11.1900558739--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900558739--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900558739--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900559676--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900559676--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900559676--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900561288--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900561288--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900561288--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900562192--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900562192--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900562192--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900563250--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900563250--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900563250--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900563801--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900563801--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900563801--soft-66-100-0,5
opt,normalized-t3002.11tsp11.1900564281--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900564281--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900564281--soft-66-100-0,3
opt,normalized-t3002.11tsp11.1900564824--soft-0-100-0,8
opt,normalized-t3002.11tsp11.1900564824--soft-33-100-0,4
opt,normalized-t3002.11tsp11.1900564824--soft-66-100-0,19
opt,normalized-t3002.11tsp11.1900565534--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900565534--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900565534--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900566157--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900566157--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900566157--soft-66-100-0,6
opt,normalized-t3002.11tsp11.1900567024--soft-0-100-0,3
opt,normalized-t3002.11tsp11.1900567024--soft-33-100-0,6
opt,normalized-t3002.11tsp11.1900567024--soft-66-100-0,12
opt,normalized-t3002.11tsp11.1900567135--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900567135--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900567135--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900567985--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900567985--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900567985--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900568186--soft-0-100-0,3
opt,normalized-t3002.11tsp11.1900568186--soft-33-100-0,3
opt,normalized-t3002.11tsp11.1900568186--soft-66-100-0,13
opt,normalized-t3002.11tsp11.1900568706--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900568706--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900568706--soft-66-100-0,7
opt,normalized-t3002.11tsp11.1900569834--soft-0-100-0,4
opt,normalized-t3002.11tsp11.1900569834--soft-33-100-0,8
opt,normalized-t3002.11tsp11.1900569834--soft-66-100-0,12
inf,normalized-t3002.11tsp11.1900570242,
opt,normalized-t3002.11tsp11.1900570242--soft-0-100-0,5
opt,normalized-t3002.11tsp11.1900570242--soft-33-100-0,8
opt,normalized-t3002.11tsp11.1900570242--soft-66-100-0,16
opt,normalized-t3002.11tsp11.1900571132--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900571132--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900571132--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900571761--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900571761--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900571761--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900573137--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900573137--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900573137--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900573901--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900573901--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900573901--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900574864--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900574864--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900574864--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900575442--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900575442--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900575442--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900576151--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900576151--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900576151--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900576360--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900576360--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900576360--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900576927--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900576927--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900576927--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900577940--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900577940--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900577940--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900579996--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900579996--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900579996--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900581320--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900581320--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900581320--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900582300--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900582300--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900582300--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900583053--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900583053--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900583053--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900584106--soft-0-100-0,7
opt,normalized-t3002.11tsp11.1900584106--soft-33-100-0,10
opt,normalized-t3002.11tsp11.1900584106--soft-66-100-0,12
opt,normalized-t3002.11tsp11.1900584219--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900584219--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900584219--soft-66-100-0,3
opt,normalized-t3002.11tsp11.1900667195--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900667195--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900667195--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900669797--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900669797--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900669797--soft-66-100-0,1
opt,normalized-t3002.11tsp11.1900670167--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900670167--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900670167--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900670234--soft-0-100-0,1
opt,normalized-t3002.11tsp11.1900670234--soft-33-100-0,1
opt,normalized-t3002.11tsp11.1900670234--soft-66-100-0,2
opt,normalized-t3002.11tsp11.1900670675--soft-0-100-0,2
opt,normalized-t3002.11tsp11.1900670675--soft-33-100-0,2
opt,normalized-t3002.11tsp11.1900670675--soft-66-100-0,1
opt,normalized-tanglegram1,5182
